PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P01417,Adyar,685,20-05-2012,39,1,1,2,Normal Sale,Yes,23-05-2003,Others,AllPub,Gravel,A,4.1,2.5,3,3.23,237331,13961,6980335
P01293,Anna Nagar,1690,25-08-2012,98,1,1,4,AdjLand,No,30-08-1992,Commercial,NoSewr ,No Access,RM,2.4,2.9,3.5,2.965,520035,288908,19260550
P08399,Adyar,786,14-01-2008,156,1,1,2,Family,No,16-01-1997,House,NoSewr ,Paved,RH,3.7,2,4.1,3.56,246570,14090,7044865
P05770,Chrompet,1136,25-12-2009,139,1,1,3,Family,No,30-12-1991,House,NoSewr ,Paved,RL,3.6,4.5,3.7,3.99,285645,129839,8655900
P04586,Chrompet,1268,05-08-2010,166,2,1,4,Family,No,09-08-1992,Commercial,NoSewr ,No Access,RM,4.9,2.1,2,2.91,433470,139829,13982900
P02530,Karapakkam,1012,16-09-2011,139,1,1,3,AbNormal,Yes,24-09-1976,Others,ELO,Gravel,I,4.2,3,2.5,3.16,216589,160695,6986750
P06705,Chrompet,1198,19-06-2009,41,1,1,3,AbNormal,Yes,20-06-2005,Commercial,ELO,No Access,RL,3.6,2.3,2.8,2.84,402862,180593,13891800
P04520,Karapakkam,1152,14-08-2010,78,1,1,3,Normal Sale,Yes,24-08-1968,House,ELO,No Access,RH,2.3,4.2,3.8,3.47,291663,152172,6340500
P03115,Chrompet,1034,24-05-2011,58,1,1,3,AbNormal,No,30-05-1987,Commercial,NoSeWa,No Access,RM,2.4,4.1,4.9,3.83,397762,48214,12053400
P06486,T Nagar,1869,09-08-2009,143,2,1,5,AbNormal,Yes,19-08-1970,Commercial,NoSewr ,No Access,RM,3.6,2.5,3.6,3.325,851325,191548,21283130
P01491,Chrompet,773,02-04-2012,184,1,1,2,AbNormal,Yes,04-04-2006,House,NoSeWa,Paved,RM,3,2.2,2.3,2.47,264747,61774,8824900
P07815,KK Nagar,2273,24-07-2008,121,4,2,6,AbNormal,No,26-07-2002,House,AllPub,Gravel,RL,4,3.1,2.3,3.05,442169,262911,11950520
P06307,Chrompet,956,16-09-2009,163,1,1,3,AdjLand,No,23-09-1980,Others,AllPub,Gravel,RM,2.2,3.3,4.1,3.21,326458,158283,9892670
P08527,Adyar,939,20-11-2007,88,1,1,3,AdjLand,No,29-11-1970,Others,ELO,Gravel,I,2.2,4.6,4.8,3.98,275959,16233,8116455
P02972,KK Nagar,1938,21-06-2011,116,3,2,5,Family,No,28-06-1981,House,NoSeWa,Paved,RM,4,2,2.5,2.8,447084,162576,10161000
P00195,Anna Nagar,1764,05-10-2014,143,1,1,4,Normal Sale,Yes,11-10-1988,Commercial,NoSeWa,Paved,RL,2.5,4.5,3.5,3.4,650532,223620,20329120
P01467,T Nagar,1920,19-04-2012,166,2,1,5,AbNormal,No,24-04-1993,Others,ELO,Gravel,RL,2,4.4,2.8,2.96,550566,159374,14488580
P01662,Karapakkam,525,29-02-2012,195,1,1,2,Family,No,11-03-1971,House,NoSewr ,Paved,RL,4.6,2.6,3.3,3.48,164348,114546,4980250
P09221,Adyar,653,20-02-2007,119,1,1,2,Family,Yes,23-02-1993,House,NoSewr ,Gravel,A,3.4,3.6,3,3.24,224183,48472,6059010
P03314,Anna Nagar,1700,15-04-2011,120,1,1,4,AdjLand,Yes,25-04-1968,Commercial,NoSeWa,Paved,RH,2.3,2.8,3.4,2.865,669375,133875,19125010
P09696,Velachery,1505,08-02-2006,22,2,1,4,Family,Yes,19-02-1962,Commercial,NoSewr ,Gravel,A,4.1,4.3,3.7,4.07,435225,157165,12089580
P02916,Karapakkam,1589,29-06-2011,158,2,2,4,Family,Yes,05-07-1987,Others,NoSeWa,No Access,C,3.7,4.7,3.5,3.92,239922,174489,7270375
P04201,Velachery,1829,18-10-2010,118,3,2,5,Family,No,26-10-1976,Commercial,AllPub,No Access,C,4,2.9,2.8,3.15,498211,140521,12774630
P09500,Chrompet,963,07-11-2006,64,1,1,3,Partial,Yes,08-11-2002,Commercial,ELO,Paved,RL,3,4.4,2.7,3.47,338332,100246,12530800
P05365,KK Nagar,1724,10-03-2010,64,2,1,4,AdjLand,Yes,17-03-1980,House,NoSeWa,Paved,RH,4,2.7,3.2,3.29,361668,205271,9774800
P02772,Adyar,731,31-07-2011,191,1,1,2,AdjLand,Yes,05-08-1988,House,NoSeWa,No Access,RL,3.5,2.2,4.4,3.69,263853,103942,7995545
P08775,Anna Nagar,1911,24-08-2007,9,2,1,5,Family,No,01-09-1973,House,NoSeWa,No Access,RH,2.8,3.9,4.3,3.675,444845,155696,11121130
P00184,Chrompet,1239,13-10-2014,143,2,1,4,AdjLand,Yes,20-10-1984,Others,NoSewr ,No Access,RL,2,3.2,3,2.78,341059,93016,10335130
P02380,Karapakkam,508,15-10-2011,108,1,1,2,Family,Yes,25-10-1969,House,NoSeWa,Gravel,A,2.7,5,2.8,3.43,122280,86779,3944500
P05800,Chrompet,893,20-12-2009,174,1,1,3,Partial,No,27-12-1981,House,NoSewr ,Paved,RM,2.8,4.8,4.8,4.2,208842,96389,8032400
P09728,Velachery,1973,03-11-2005,171,3,2,5,Normal Sale,No,05-11-1997,Commercial,NoSeWa,No Access,RM,2,5,4.6,4.13,575556,246667,16444460
P02374,Chrompet,1050,16-10-2011,157,1,1,3,AbNormal,No,20-10-1993,House,NoSewr ,No Access,RL,2.8,2.9,4,3.2,208832,30938,7734500
P03641,Velachery,1779,09-02-2011,48,2,1,4,Partial,No,20-02-1965,Commercial,NoSeWa,Gravel,I,3.9,2.7,4.7,3.60,486573,162191,13515920
P08487,Adyar,1078,13-12-2007,106,1,1,3,Family,No,15-12-1997,Commercial,NoSewr ,Gravel,I,2.2,3.4,4,3.34,450308,62543,12508550
P03823,KK Nagar,2470,06-01-2011,197,4,2,6,Normal Sale,Yes,10-01-1993,Commercial,AllPub,Paved,RL,3.7,3.7,2.9,3.38,612354,316054,19753360
P08199,Adyar,1170,25-03-2008,73,1,1,3,AdjLand,Yes,31-03-1986,Commercial,NoSeWa,Paved,I,2.5,3.9,4,3.53,459585,69634,13926830
P06892,Adyar,706,27-04-2009,61,1,1,2,Normal Sale,No,30-04-1999,Others,AllPub,No Access,A,2.7,3.2,2.1,2.5,193150,19315,4828750
P03373,Anna Nagar,1897,07-04-2011,112,2,1,5,AbNormal,Yes,17-04-1968,House,NoSeWa,No Access,RH,4.5,3.8,3.9,4.085,423031,84606,12086610
P05707,KK Nagar,1858,08-01-2010,73,3,2,5,Partial,Yes,15-01-1981,House,NoSeWa,Gravel,RM,4.9,3.9,4.2,4.32,377651,171660,11443980
P07434,Adyar,1134,09-11-2008,133,1,1,3,Partial,Yes,13-11-1993,House,NoSeWa,Paved,RL,2.6,2.2,2.5,2.47,338990,106540,9685425
P02807,Karapakkam,1057,22-07-2011,49,1,1,3,Partial,No,27-07-1990,Others,NoSeWa,No Access,A,3.8,3.7,4.7,4.13,154776,71435,3968625
P07455,T Nagar,1630,04-11-2008,186,1,1,4,Family,Yes,12-11-1976,House,NoSeWa,Gravel,RH,4.2,4.2,4.9,4.515,375760,169698,12121290
P08012,KK Nagar,2202,22-05-2008,91,3,2,5,AbNormal,No,28-05-1984,Commercial,NoSeWa,Paved,RH,3.3,4.6,2.5,3.37,743023,339206,16152680
P06649,Chrompet,1209,05-07-2009,25,2,1,4,AbNormal,Yes,15-07-1971,Others,ELO,No Access,RH,2.4,4.7,5,4.1,226521,99669,9060830
P07297,Chrompet,1068,27-12-2008,194,1,1,3,Partial,No,28-12-2004,Commercial,ELO,Gravel,RM,3.9,2.4,3.9,3.3,389377,53707,13426800
P03052,Karapakkam,1366,05-06-2011,168,2,2,4,Family,Yes,07-06-2000,House,NoSewr ,No Access,RH,2.7,3.7,4.7,3.8,245192,61298,7662250
P08716,T Nagar,1727,12-09-2007,30,1,1,4,Partial,Yes,18-09-1981,Commercial,NoSewr ,Gravel,RH,3.6,2.7,3.3,3.24,669722,315164,19697720
P01786,Anna Nagar,1673,09-02-2012,102,1,1,4,Family,No,20-02-1968,House,NoSeWa,Paved,RM,2.5,4.6,2.6,3.065,417767,174069,11604630
P07093,T Nagar,1954,28-02-2009,154,2,1,5,AdjLand,Yes,06-03-1985,House,NoSeWa,Paved,RM,3.5,2.5,2.5,2.8,446558,253050,14885280
P07729,Adyar,1022,18-08-2008,195,1,1,3,Normal Sale,Yes,23-08-1991,Commercial,NoSeWa,Paved,A,3.6,2.2,4.9,3.97,440492,101652,11294655
P02894,Anna Nagar,1915,04-07-2011,75,2,1,5,Family,Yes,10-07-1984,House,ELO,No Access,RM,4,3.7,5,4.325,500658,135313,13531290
P00827,Chrompet,803,29-06-2013,41,1,1,3,AbNormal,No,01-07-2005,Others,NoSewr ,No Access,RH,2,3.9,3.5,3.21,184197,27288,6822110
P06870,Adyar,1241,02-05-2009,98,2,2,4,AdjLand,No,04-05-2002,House,ELO,No Access,RM,2.6,2.4,4.4,3.46,342394,100704,10070405
P00700,Chrompet,993,08-10-2013,89,1,1,3,AdjLand,Yes,12-10-1996,House,NoSewr ,Paved,RM,4.4,4.9,3.1,4.21,264923,122272,10189350
P05077,Adyar,779,04-05-2010,176,1,1,2,Partial,No,11-05-1981,Commercial,ELO,Paved,I,3.8,4.9,3.2,3.72,318691,79673,8852535
P05202,Velachery,1972,11-04-2010,162,3,2,5,Normal Sale,Yes,17-04-1984,House,NoSewr ,No Access,RL,4.2,2.3,3.4,3.11,318332,106111,10611070
P07790,KK Nagar,2366,02-08-2008,81,4,2,6,AbNormal,Yes,10-08-1979,House,NoSewr ,Paved,RM,2,4.3,3,3.09,472245,319085,12763380
P04430,Adyar,1104,02-09-2010,21,1,1,3,Family,No,03-09-2005,House,NoSewr ,Gravel,RH,3.5,4.9,3.8,3.93,345035,136198,9079875
P09816,Velachery,1509,16-05-2005,60,2,1,4,AdjLand,Yes,21-05-1985,Others,AllPub,Paved,C,2.5,4.4,3.2,3.57,288877,83867,9318600
P06745,KK Nagar,2001,07-06-2009,181,3,2,5,Family,Yes,08-06-2004,Commercial,NoSeWa,Paved,RL,2.5,3.1,3.6,3.12,825243,303151,16841700
P08388,Velachery,1735,18-01-2008,159,2,1,4,Family,Yes,28-01-1967,House,AllPub,Paved,RH,2.4,4.8,2.2,3.42,374128,163081,9593020
P06922,Chrompet,730,17-04-2009,142,1,1,2,AdjLand,Yes,27-04-1969,Commercial,NoSewr ,Gravel,RH,3.5,4.7,4,4.13,310480,107062,10706200
P07085,Chrompet,1148,02-03-2009,116,1,1,3,Normal Sale,No,08-03-1986,House,NoSewr ,Paved,RL,4.7,3.4,2.9,3.64,278069,43448,8689650
P00838,T Nagar,1781,22-06-2013,50,1,1,4,AdjLand,No,02-07-1973,Others,NoSewr ,Paved,RL,4.9,4.9,4.6,4.765,420986,81481,13580180
P09429,Chrompet,951,11-12-2006,1,1,1,3,AbNormal,No,14-12-1993,Commercial,NoSeWa,No Access,RH,3.5,2.6,2.8,2.93,267887,123640,10303350
P03644,Chrompet,1189,09-02-2011,156,1,1,3,AbNormal,No,11-02-2004,Commercial,NoSewr ,Gravel,RM,2.4,2,3.9,2.69,439370,131811,14645650
P04797,Velachery,1899,29-06-2010,34,3,2,5,AbNormal,Yes,11-07-1962,Others,NoSeWa,Gravel,RM,3.3,3.1,4.3,3.51,473123,161858,12450610
P01191,Chrompet,1212,06-11-2012,65,2,1,4,Partial,Yes,15-11-1979,Others,AllPub,Gravel,RL,5,4.5,4.6,4.68,274880,54976,10995190
P00171,Chrompet,1136,25-10-2014,148,1,1,3,Family,No,30-10-1995,Others,NoSewr ,No Access,RL,2.2,2.8,3.8,2.92,283080,120094,8578170
P08960,Adyar,1059,03-06-2007,10,1,1,3,Partial,No,11-06-1975,House,NoSewr ,Gravel,A,2.3,2.6,2.5,2.46,229854,80760,6212280
P03441,KK Nagar,2172,26-03-2011,134,3,2,5,Family,Yes,30-03-1994,Others,NoSeWa,Paved,RM,3.7,3.1,3.2,3.32,455951,104217,13027180
P07707,KK Nagar,2451,28-08-2008,74,4,2,6,AbNormal,Yes,31-08-1998,Commercial,AllPub,Paved,RL,3.4,3.3,4.4,3.77,614042,237694,19807800
P09968,Velachery,1834,19-06-2004,142,3,2,5,Partial,No,27-06-1974,Commercial,NoSeWa,No Access,RH,4,4.3,4.1,4.17,508630,219948,13746750
P06935,Velachery,1609,14-04-2009,12,2,1,4,Partial,No,19-04-1991,House,ELO,Paved,RL,3.8,3.3,2.8,3.28,288935,183868,8755610
P01240,Anna Nagar,1845,04-10-2012,130,2,1,5,AbNormal,No,15-10-1970,Commercial,NoSewr ,Gravel,RM,2.7,2.3,2.6,2.56,691035,167524,20940440
P04211,KK Nagar,2084,16-10-2010,24,3,2,5,Partial,Yes,23-10-1983,Commercial,AllPub,Gravel,RM,2.9,5,2.6,3.41,760155,144792,18098940
P05283,Adyar,936,25-03-2010,110,1,1,3,Partial,Yes,28-03-1998,Others,AllPub,Gravel,C,4.5,4.9,2.1,3.38,305560,118829,8487780
P02229,KK Nagar,2403,11-11-2011,196,4,2,6,Family,No,13-11-2003,Commercial,AllPub,Paved,RL,5,3.2,4.1,4.1,683907,166356,18483960
P08676,Anna Nagar,1533,25-09-2007,70,1,1,4,AdjLand,Yes,02-10-1978,Others,NoSewr ,Gravel,RM,4.2,4.7,4.5,4.445,422267,87366,14560920
P00357,Chrompet,856,09-06-2014,83,1,1,3,AdjLand,Yes,15-06-1989,Others,NoSeWa,Paved,RH,3.3,3.5,2,2.99,264761,85407,8540670
P00949,Chrompet,841,13-04-2013,190,1,1,3,Family,No,16-04-2002,Commercial,AllPub,No Access,RM,2.1,3.6,4.6,3.45,339061,76562,10937450
P01260,Chrompet,1083,21-09-2012,138,1,1,3,Family,No,25-09-1999,Others,AllPub,No Access,RL,4.6,3,3.4,3.6,250620,103705,8642060
P02903,Velachery,1721,02-07-2011,31,2,1,4,Normal Sale,No,08-07-1986,House,NoSeWa,No Access,RL,3.7,5,4.3,4.47,290355,158376,8798650
P09297,Chrompet,1276,27-01-2007,98,2,1,4,AbNormal,Yes,04-02-1973,Others,NoSewr ,No Access,RH,4.2,4.1,4.4,4.22,250006,28847,9615620
P00845,Chrompet,974,19-06-2013,37,1,1,3,Partial,No,21-06-2006,Commercial,NoSewr ,Paved,RL,4.4,4.2,4.1,4.23,342567,200815,11812650
P08103,Adyar,827,25-04-2008,52,1,1,3,AbNormal,No,28-04-1999,Others,ELO,Gravel,A,2.1,2.5,3.2,2.73,228547,6349,6348535
P01250,Chrompet,1159,27-09-2012,106,1,1,3,Normal Sale,Yes,06-10-1979,Others,AllPub,No Access,RH,2.9,3.9,2,3.03,298702,72413,9051580
P02113,Chrompet,742,09-12-2011,108,1,1,2,AbNormal,No,10-12-2005,House,NoSewr ,No Access,RL,3,3.2,4.8,3.62,168128,94151,6725100
P05112,Karapakkam,849,28-04-2010,198,1,1,2,Family,Yes,09-05-1967,Commercial,NoSewr ,Paved,RM,4.8,2.1,3.3,3.39,416559,179878,9467250
P04855,Chrompet,960,18-06-2010,116,1,1,3,AbNormal,No,21-06-1999,Others,ELO,Paved,RH,4.5,3.2,5,4.13,254990,95621,7968450
P04194,Velachery,1928,19-10-2010,186,3,2,5,AbNormal,Yes,23-10-1994,Commercial,NoSeWa,No Access,C,3.8,3.8,4.7,4.07,484639,176232,14686020
P09762,Velachery,1648,05-09-2005,85,2,1,4,AbNormal,Yes,08-09-1992,Others,NoSewr ,No Access,A,4.9,3.4,3.2,3.72,321926,156836,8254510
P09492,T Nagar,1538,12-11-2006,133,1,1,4,AbNormal,No,16-11-1988,Commercial,NoSeWa,No Access,RM,2.5,2.2,2.3,2.335,614614,122923,17560410
P07579,Chrompet,715,28-09-2008,39,1,1,2,Normal Sale,Yes,05-10-1981,House,NoSewr ,No Access,RL,3,4.5,4.1,3.93,219008,109504,7300250
P04512,Karapakkam,1201,16-08-2010,104,1,1,3,Partial,No,25-08-1972,Others,AllPub,Gravel,RM,3.3,2.1,2,2.42,339946,149245,8291375
P08864,Adyar,668,21-07-2007,128,1,1,2,Normal Sale,No,25-07-1988,House,ELO,Gravel,A,2.1,4.7,4.4,3.77,197999,15231,5076885
P04575,Velachery,1545,06-08-2010,68,2,1,4,AbNormal,No,07-08-2004,Others,NoSeWa,Gravel,C,2.5,3.3,4.9,3.58,275973,155235,8624170
P02392,Adyar,1206,14-10-2011,93,2,2,4,AbNormal,No,16-10-2000,Others,ELO,Paved,C,3.3,3.8,4.2,3.85,327575,92393,8399365
P04316,Velachery,1694,23-09-2010,32,2,1,4,Partial,No,06-10-1957,Commercial,AllPub,Gravel,RM,3.7,4.7,2.9,3.91,520386,252759,14868160
P00887,Anna Nagar,1656,24-05-2013,87,1,1,4,Normal Sale,No,28-05-1998,House,NoSewr ,Gravel,RM,2.6,4,3.6,3.35,374593,77502,12917000
P00970,Chrompet,964,28-03-2013,52,1,1,3,Family,Yes,07-04-1973,Others,NoSeWa,Paved,RL,4.9,3.8,4,4.19,271568,135784,9052280
P06543,Adyar,951,27-07-2009,118,1,1,3,Normal Sale,Yes,31-07-1994,Others,NoSeWa,No Access,RL,5,3,3.3,3.75,355863,18730,9364825
P02724,Karapakkam,835,10-08-2011,79,1,1,2,Normal Sale,Yes,19-08-1973,Others,NoSeWa,Paved,RH,3.4,2.7,3.1,3.07,206532,116174,6454125
P03050,Anna Nagar,1548,06-06-2011,123,1,1,4,Family,Yes,14-06-1976,Others,NoSeWa,Paved,RH,3.4,5,4.6,4.28,351171,205859,12109340
P06376,Chrompet,827,03-09-2009,176,1,1,3,AdjLand,Yes,07-09-1992,House,ELO,Paved,RL,3.4,2.6,5,3.56,278450,147926,8701550
P07054,KK Nagar,1834,09-03-2009,70,3,2,5,AdjLand,Yes,16-03-1983,House,NoSeWa,Paved,RL,2.9,3.5,3.9,3.48,479280,217854,10892720
P09119,Velachery,1840,02-04-2007,8,3,2,5,Normal Sale,No,04-04-1999,Others,NoSeWa,No Access,C,4.8,3,2.6,3.33,334092,154196,8566460
P08972,Velachery,1973,29-05-2007,63,3,2,5,Normal Sale,Yes,06-06-1974,Commercial,NoSewr ,Gravel,RM,3.3,3.1,4.6,3.60,636288,127258,18179660
P04579,Anna Nagar,1829,06-08-2010,57,2,1,5,Family,No,16-08-1968,House,NoSeWa,No Access,RL,4.9,3.3,3.2,3.82,371773,180253,11265840
P05890,T Nagar,1851,04-12-2009,69,2,1,5,Partial,Yes,06-12-2001,Commercial,ELO,Gravel,RL,2.6,3.1,4.3,3.49,779777,303246,21660460
P02901,Karapakkam,1519,02-07-2011,24,2,2,4,Partial,Yes,08-07-1987,Commercial,NoSewr ,No Access,RL,4.7,5,3.2,4.19,544320,145152,12096000
P08795,Velachery,1822,14-08-2007,140,3,2,5,Partial,No,20-08-1982,Commercial,AllPub,No Access,RH,2.9,4.2,2,3.22,472639,111209,13901150
P03903,Karapakkam,721,17-12-2010,47,1,1,2,Normal Sale,Yes,24-12-1980,Others,NoSeWa,Paved,I,3.9,2.8,3.6,3.45,279808,142759,5710375
P03524,Chrompet,1022,10-03-2011,37,1,1,3,AbNormal,No,19-03-1975,House,NoSeWa,Gravel,RL,3.3,2.2,2.8,2.71,214048,90559,8232600
P03008,Karapakkam,588,15-06-2011,58,1,1,2,Normal Sale,Yes,19-06-1994,House,AllPub,Gravel,I,4.9,2.3,4.6,4,204262,74277,6189750
P06661,Anna Nagar,1716,01-07-2009,13,1,1,4,PartiaLl,No,04-07-1997,Others,NoSewr ,No Access,RL,3.6,2.6,2.6,2.95,438769,60940,12188020
P00515,Chrompet,955,09-02-2014,39,1,1,3,AbNormal,Yes,15-02-1991,House,NoSeWa,Paved,RH,2,2.3,2.6,2.3,265955,112830,8059250
P03174,Karapakkam,817,12-05-2011,28,1,1,2,AdjLand,Yes,15-05-1999,Commercial,NoSeWa,No Access,RH,4.9,3.2,4.1,4.07,378405,75681,8409000
P09220,Adyar,1036,20-02-2007,115,1,1,3,AbNormal,Yes,25-02-1986,Others,NoSeWa,Pavd,RL,2.1,2.7,4.7,3.52,306996,71633,10233215
P07560,Velachery,1682,03-10-2008,62,2,1,4,AbNormal,Yes,15-10-1960,House,NoSewr ,Gravel,I,4,4.3,3.6,4.02,278508,157821,9283610
P09350,Adyar,628,08-01-2007,121,1,1,2,AbNormal,Yes,12-01-1991,Others,ELO,No Access,RL,2.8,2.5,3.7,3.19,281331,45621,7603540
P07658,Chrompet,941,10-09-2008,55,1,1,3,AbNormal,Yes,18-09-1979,Commercial,NoSewr ,No Access,RM,3.7,3.1,2.6,3.13,307584,36910,12303350
P03295,Karapakkam,647,18-04-2011,10,1,1,2,AdjLand,Yes,27-04-1974,House,AllPub,Gravel,A,3.1,2.2,3.6,3.03,198850,104396,4971250
P09201,Chrompet,838,27-02-2007,136,1,1,3,Family,Yes,06-03-1976,House,ELO,Paved,RM,3.3,4.9,2.3,3.64,278056,121650,8689250
P05858,Karapakkam,849,09-12-2009,40,1,1,2,AdjLand,Yes,17-12-1978,House,ELO,Gravel,I,3.2,2.1,2.9,2.75,213106,58120,6457750
P07805,Adyar,1048,28-07-2008,165,1,1,3,Family,Yes,01-08-1993,House,ELO,No Access,RM,3,4.8,3,3.36,295471,123907,9531325
P02166,KK Nagar,2383,26-11-2011,181,4,2,6,AdjLand,Yes,27-11-2006,Commercial,NoSewr ,Paved,RL,2.6,2.2,2.9,2.6,942859,294644,19642900
P00853,Chrompet,820,13-06-2013,116,1,1,3,Family,No,15-06-2006,House,NoSeWa,Gravel,RH,3.3,5,4.3,4.28,193748,29807,7451850
P02989,Karapakkam,752,17-06-2011,132,1,1,2,Family,Yes,29-06-1963,House,NoSeWa,Gravel,I,4.9,3.1,4.8,4.32,200690,131882,5734000
P01476,T Nagar,1923,13-04-2012,39,2,1,5,AdjLand,No,16-04-2003,House,AllPub,No Access,RL,2.9,3.4,3.9,3.475,407124,210128,13133030
P09673,Velachery,2000,21-03-2006,130,3,2,5,AdjLand,No,01-04-1960,Commercial,NoSeWa,Paved,I,4.4,4.7,2.4,3.94,513698,211523,15108770
P01572,Karapakkam,1412,15-03-2012,107,2,2,4,Ab Normal,No,18-03-2003,Commercial,NoSeWa,No Access,I,2.1,4.5,4.2,3.66,338511,203107,9671750
P00078,Chrompet,979,25-12-2014,21,1,1,3,AdjLand,Yes,03-01-1979,Others,AllPub,Gravel,RL,2.1,2.5,2.7,2.44,254336,61041,10173430
P01007,Chrompet,1000,04-03-2013,80,1,1,3,AdjLand,No,07-03-2000,Others,AllPub,Gravel,RL,4.2,4.2,4.5,4.29,315838,29610,9869950
P08207,Adyar,961,22-03-2008,141,1,1,3,AdjLand,No,01-04-1969,House,ELO,Paved,RL,2.6,4.9,4.1,3.81,324737,8327,8326585
P03267,Karapakkam,1297,23-04-2011,175,1,1,3,AdjLand,No,03-05-1968,Commercial,NoSewr ,Gravel,I,3,2.8,2.9,2.9,435435,118755,9896250
P04823,Karapakkam,714,24-06-2010,71,1,1,2,Family,Yes,28-06-1993,Others,ELO,No Access,RH,2.2,4.4,2.7,3.06,286825,80311,5736500
P09321,Velachery,1505,17-01-2007,96,2,1,4,Partial,Yes,19-01-1997,Commercial,ELO,No Access,I,3.1,4.6,3.2,3.81,445275,98950,12368750
P09961,Velachery,1955,06-07-2004,101,3,2,5,Family,No,17-07-1961,Others,NoSeWa,No Access,I,4.6,4.1,5,4.50,274724,132931,8862060
P09908,Velachery,1578,01-11-2004,193,2,1,4,AdjLand,Yes,11-11-1965,Commercial,ELO,Paved,RH,4.1,3,3.2,3.34,561985,182645,14049630
P02515,Chrompet,812,19-09-2011,145,1,1,3,AdjLand,No,20-09-2005,House,NoSewr ,Paved,RM,2.4,4.6,2.1,3.19,232208,94603,8600300
P08061,Anna Nagar,1898,06-05-2008,58,2,1,5,AbNormal,Yes,08-05-2002,Others,ELO,Gravel,RM,3.2,4.2,4,3.77,649726,81216,16243160
P03213,Velachery,1868,04-05-2011,103,3,2,5,Normal Sale,No,13-05-1973,Others,NoSeWa,No Access,C,3.6,4.4,2,3.48,243305,137873,8110160
P08201,Chrompet,701,24-03-2008,102,1,1,2,Family,No,03-04-1969,Commercial,ELO,No Access,RL,4.9,3.7,2.9,3.82,209736,41947,8389450
P09374,Chrompet,1068,31-12-2006,141,1,1,3,Normal Sale,No,01-01-2003,House,ELO,Gravel,RL,3.1,4,4.7,3.94,254391,145366,9085400
P09596,Velachery,1521,15-08-2006,168,2,1,4,AdjLand,No,26-08-1960,House,NoSeWa,No Access,RM,2.6,3.7,3.2,3.28,325438,68513,8564170
P00128,Anna Nagar,1572,23-11-2014,113,1,1,4,Normal Sale,Yes,01-12-1980,House,NoSeWa,No Access,RL,3.8,3.4,5,4.18,309093,206062,11447880
P05358,T Nagar,1910,11-03-2010,73,2,1,5,AbNormal,Yes,21-03-1969,Others,AllPub,Gravel,RL,3.3,5,3,3.59,615881,138573,15397020
P00826,Chrompet,901,29-06-2013,174,1,1,3,Normal Sale,No,06-07-1984,House,NoSewr ,Gravel,RM,2.8,2.7,4,3.12,217614,121864,8704550
P09111,Velachery,1586,03-04-2007,55,2,1,4,AdjLand,No,06-04-1993,House,NoSewr ,No Access,C,2.6,4.7,2.1,3.40,266316,79175,7197730
P06107,Velachery,1782,22-10-2009,193,2,1,4,Partial,Yes,27-10-1989,House,NoSeWa,Gravel,RL,5,3.7,2.9,3.79,347256,75962,10851750
P05100,Karapakkam,684,01-05-2010,54,1,1,2,AdjLand,No,11-05-1970,Others,NoSewr ,Gravel,RM,2.2,4.7,2.4,3.03,235802,142910,7145500
P07938,Chrompet,1165,17-06-2008,184,1,1,3,Normal Sale,No,23-06-1985,Commercial,NoSewr ,No Access,RL,2.6,2.6,3.1,2.75,312306,137415,12492250
P08319,Adyar,698,15-02-2008,82,1,1,2,Family,No,23-02-1974,Others,NoSeWa,No Access,C,4.1,3.9,4.6,4.31,171749,52479,4770810
P08609,T Nagar,1904,24-10-2007,57,2,1,5,AdjLand,Yes,03-11-1965,House,NoSeWa,Gravel,RM,3.6,2.7,4.8,3.915,553383,239301,14956290
P02765,KK Nagar,2386,03-08-2011,165,4,2,6,Normal Sale,Yes,05-08-2003,Commercial,AllPub,Paved,RL,4.9,2.4,3.1,3.43,740155,350600,19477760
P07308,Anna Nagar,1640,25-12-2008,182,1,1,4,AdjLand,No,29-12-1992,Commercial,NoSeWa,Paved,RM,5,4.9,3.2,4.255,586091,253973,19536370
P05024,Karapakkam,1282,15-05-2010,17,1,1,3,AdjLand,Yes,27-05-1961,House,NoSewr ,Paved,A,4.1,3.6,2.9,3.47,267433,75579,5813750
P03786,Adyar,787,11-01-2011,31,1,1,2,AdjLand,No,21-01-1972,Others,NoSewr ,Gravel,I,4.6,2.9,4.5,4.21,276937,67363,7484785
P03504,KK Nagar,1508,15-03-2011,44,2,1,4,Partial,Yes,22-03-1982,Others,AllPub,Gravel,RM,4.3,2.4,4.2,3.69,413081,167465,11164340
P09189,Anna Nagar,1864,05-03-2007,184,2,,5,Family,Yes,07-03-1997,Others,NoSewr ,Paved,RM,3.3,3.7,4.7,3.96,575606,124455,15556920
P02148,T Nagar,1803,30-11-2011,56,2,1,5,Partial,Yes,05-12-1989,Commercial,NoSeWa,No Access,RM,3.4,5,3.7,3.935,556915,185638,20626490
P08598,Chrompet,1200,27-10-2007,69,1,1,3,Partial,Yes,30-10-1993,Others,NoSeWa,No Access,RM,4.3,2.1,2.6,2.91,257288,133790,10291500
